id_client;sexe;tranche_age;enfant_conduit_accompagne;Enfants ;revenus;tranche_tarifs;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule
561;F;[20-40];non;oui;[80K,100K];[200,400];Private;z_SUV;no;0;15.0;Highly Urban/ Urban;21/03/2022 16:57;complet;dev_integral
562;M;[0-20];non;non;[100K,400K];[200,400];Commercial;Panel Truck;no;4;11.0;Highly Urban/ Urban;21/03/2022 10:05;complet;dev_express
563;F;[40-60];non;oui;[40K,80K];[200,400];Private;Minivan;no;1;5.0;Highly Urban/ Urban;21/03/2022 07:59;complet;dev_express
564;F;[40-60];non;non;[40K,80K];[200,400];Private;z_SUV;no;3;8.0;Highly Urban/ Urban;21/03/2022 04:50;complet;dev_integral
565;M;[60-80];non;non;[80K,100K];[200,400];Commercial;Van;yes;0;7.0;Highly Urban/ Urban;21/03/2022 00:37;complet;dev_integral
566;F;[0-20];non;oui;[40K,80K];[200,400];Commercial;Panel Truck;no;1;21.0;Highly Urban/ Urban;21/03/2022 00:34;complet;dev_express
567;M;[0-20];non;non;[100K,400K];[200,400];Commercial;Pickup;no;0;17.0;Highly Urban/ Urban;20/03/2022 21:08;complet;dev_integral
568;M;[20-40];non;non;[100K,400K];[200,400];Commercial;Panel Truck;no;3;20.0;Highly Urban/ Urban;20/03/2022 11:43;complet;dev_integral
569;F;[60-80];non;oui;[40K,80K];[200,400];Commercial;Minivan;no;2;6.0;Highly Urban/ Urban;20/03/2022 10:44;complet;dev_express
570;F;[40-60];non;oui;[10K,40K];[200,400];Private;Sports Car;no;6;4.0;Highly Urban/ Urban;20/03/2022 06:02;complet;dev_integral
571;F;[0-20];non;oui;[40K,80K];[200,400];Commercial;Pickup;no;0;11.0;z_Highly Rural/ Rural;20/03/2022 04:45;complet;dev_express
572;M;[40-60];non;oui;[4000,8000];[200,400];Commercial;Pickup;yes;0;10.0;Highly Urban/ Urban;20/03/2022 04:00;complet;dev_express
573;M;[20-40];non;oui;[40K,80K];[200,400];Private;Minivan;no;0;16.0;z_Highly Rural/ Rural;20/03/2022 03:44;complet;dev_express
574;M;[20-40];non;oui;[100K,400K];[200,400];Private;z_SUV;no;5;14.0;Highly Urban/ Urban;19/03/2022 20:36;complet;dev_premium
575;M;[80-100];non;non;[80K,100K];[200,400];Private;Pickup;no;0;13.0;Highly Urban/ Urban;19/03/2022 17:09;complet;dev_integral
576;M;[20-40];non;non;[100K,400K];[200,400];Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;19/03/2022 08:30;complet;dev_integral
577;M;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;no;6;17.0;Highly Urban/ Urban;19/03/2022 05:51;complet;dev_express
578;F;[20-40];non;non;0;[200,400];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;19/03/2022 01:46;complet;dev_premium
579;M;[20-40];non;non;[80K,100K];[200,400];Private;Minivan;yes;2;11.0;Highly Urban/ Urban;18/03/2022 16:21;complet;dev_express
580;F;[20-40];non;non;[40K,80K];[400,600];Private;z_SUV;no;6;13.0;Highly Urban/ Urban;18/03/2022 15:22;complet;dev_premium
581;F;[40-60];oui;oui;[100K,400K];[200,400];Private;Minivan;no;0;20.0;Highly Urban/ Urban;18/03/2022 14:59;complet;dev_integral
582;M;[20-40];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;18/03/2022 08:18;complet;dev_integral
583;M;[40-60];non;non;[40K,80K];[200,400];Private;Pickup;no;4;9.0;Highly Urban/ Urban;18/03/2022 07:40;complet;dev_express
584;M;[0-20];non;oui;[4000,8000];[200,400];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;18/03/2022 05:26;complet;dev_express
585;M;[60-80];non;non;[100K,400K];[200,400];Commercial;Van;no;3;16.0;Highly Urban/ Urban;18/03/2022 04:49;complet;dev_integral
586;F;[60-80];non;non;[100K,400K];[200,400];Commercial;Pickup;no;0;;Highly Urban/ Urban;18/03/2022 04:48;complet;dev_express
587;F;[60-80];non;non;0;[200,400];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;18/03/2022 03:20;complet;dev_premium
588;M;[0-20];non;non;[100K,400K];[200,400];Private;Minivan;yes;1;15.0;Highly Urban/ Urban;18/03/2022 03:03;complet;dev_integral
589;F;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;no;0;;Highly Urban/ Urban;18/03/2022 02:48;complet;dev_integral
590;M;[20-40];non;oui;[40K,80K];[200,400];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;18/03/2022 00:31;complet;dev_express
591;F;[20-40];non;oui;[80K,100K];[200,400];Private;Sports Car;no;0;;Highly Urban/ Urban;17/03/2022 21:10;complet;dev_integral
592;F;[40-60];oui;oui;[10K,40K];[800,1000];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;17/03/2022 14:31;complet;dev_vip
593;M;[60-80];oui;oui;[40K,80K];[200,400];Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;17/03/2022 13:43;complet;dev_integral
594;F;[60-80];non;non;[40K,80K];[200,400];Private;Sports Car;no;2;12.0;Highly Urban/ Urban;17/03/2022 13:01;complet;dev_express
595;M;[40-60];non;non;[100K,400K];[200,400];Private;Pickup;no;0;19.0;Highly Urban/ Urban;17/03/2022 06:56;complet;dev_integral
596;M;[40-60];non;non;[4000,8000];[200,400];Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;17/03/2022 06:05;complet;dev_integral
597;F;[40-60];oui;oui;[10K,40K];[200,400];Private;Pickup;yes;2;1.0;Highly Urban/ Urban;16/03/2022 23:26;complet;dev_integral
598;F;[20-40];non;non;0;[200,400];Private;Sports Car;no;1;15.0;Highly Urban/ Urban;16/03/2022 21:12;complet;dev_integral
599;M;[60-80];non;oui;[100K,400K];[200,400];Commercial;Panel Truck;no;1;23.0;Highly Urban/ Urban;16/03/2022 12:50;complet;dev_express
600;M;[40-60];non;non;[10K,40K];[200,400];Commercial;Pickup;yes;5;1.0;Highly Urban/ Urban;16/03/2022 12:46;complet;dev_express
601;M;[0-20];non;non;[40K,80K];[200,400];Private;Pickup;yes;1;12.0;Highly Urban/ Urban;16/03/2022 09:04;complet;dev_integral
602;M;[40-60];non;oui;[40K,80K];[400,600];Private;Sports Car;no;0;15.0;Highly Urban/ Urban;16/03/2022 05:57;complet;dev_premium
603;M;[60-80];non;non;[100K,400K];[200,400];Private;z_SUV;no;0;16.0;Highly Urban/ Urban;16/03/2022 01:51;complet;dev_express
604;M;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;15/03/2022 22:50;complet;dev_express
605;F;[0-20];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;14.0;Highly Urban/ Urban;15/03/2022 18:00;complet;dev_integral
606;F;[60-80];non;oui;[40K,80K];[200,400];Private;Minivan;no;1;3.0;Highly Urban/ Urban;15/03/2022 17:21;complet;dev_integral
607;F;[40-60];non;non;[100K,400K];[200,400];Private;z_SUV;no;2;11.0;Highly Urban/ Urban;15/03/2022 15:42;complet;dev_integral
608;M;[0-20];non;non;0;[200,400];Commercial;Minivan;yes;0;11.0;z_Highly Rural/ Rural;15/03/2022 13:46;complet;dev_express
609;F;[80-100];non;non;[40K,80K];[200,400];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;15/03/2022 08:34;complet;dev_integral
610;F;[40-60];non;non;[100K,400K];[400,600];Commercial;Van;yes;3;10.0;Highly Urban/ Urban;15/03/2022 03:25;complet;dev_premium
611;F;[20-40];non;non;[10K,40K];[200,400];Commercial;Pickup;yes;4;14.0;z_Highly Rural/ Rural;15/03/2022 03:15;complet;dev_integral
612;F;[40-60];non;non;0;[200,400];Private;Minivan;no;0;1.0;Highly Urban/ Urban;15/03/2022 01:06;complet;dev_integral
613;F;[40-60];non;non;[40K,80K];[200,400];Private;z_SUV;yes;7;6.0;Highly Urban/ Urban;14/03/2022 19:17;complet;dev_express
614;M;[40-60];non;non;[10K,40K];[200,400];Commercial;Minivan;yes;3;10.0;Highly Urban/ Urban;14/03/2022 18:09;complet;dev_express
615;M;[60-80];non;oui;[4000,8000];[200,400];Private;z_SUV;no;0;8.0;Highly Urban/ Urban;14/03/2022 17:19;complet;dev_express
616;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Pickup;no;1;17.0;Highly Urban/ Urban;14/03/2022 14:38;complet;dev_integral
617;M;[0-20];non;non;[80K,100K];[200,400];Private;Sports Car;no;3;14.0;Highly Urban/ Urban;14/03/2022 14:20;complet;dev_express
618;M;[20-40];non;non;[40K,80K];[200,400];Commercial;Van;yes;3;18.0;Highly Urban/ Urban;14/03/2022 13:17;complet;dev_integral
619;M;[60-80];non;oui;[40K,80K];[200,400];Private;z_SUV;no;7;1.0;Highly Urban/ Urban;14/03/2022 09:34;complet;dev_integral
620;F;[40-60];non;non;[100K,400K];[200,400];Private;Minivan;no;0;15.0;Highly Urban/ Urban;14/03/2022 05:41;complet;dev_express
621;F;[0-20];non;non;0;[600,800];Commercial;z_SUV;no;4;9.0;Highly Urban/ Urban;14/03/2022 05:31;complet;dev_vip
622;M;[0-20];non;non;[40K,80K];[200,400];Private;Sports Car;yes;9;8.0;Highly Urban/ Urban;14/03/2022 03:24;complet;dev_express
623;F;[0-20];oui;oui;[80K,100K];[200,400];Private;Sports Car;no;7;18.0;Highly Urban/ Urban;14/03/2022 00:41;complet;dev_express
624;M;[60-80];non;non;[100K,400K];[200,400];Private;z_SUV;no;0;17.0;Highly Urban/ Urban;13/03/2022 23:40;complet;dev_express
625;F;[0-20];non;non;[4000,8000];[200,400];Private;Pickup;no;1;1.0;Highly Urban/ Urban;13/03/2022 16:07;complet;dev_integral
626;F;[60-80];non;non;[100K,400K];[200,400];Private;Van;yes;0;3.0;Highly Urban/ Urban;13/03/2022 10:59;complet;dev_express
627;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;13/03/2022 10:35;complet;dev_express
628;M;[80-100];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;1;12.0;z_Highly Rural/ Rural;13/03/2022 05:28;complet;dev_express
629;F;[40-60];non;non;[40K,80K];[200,400];Commercial;Panel Truck;no;2;8.0;Highly Urban/ Urban;13/03/2022 03:20;complet;dev_premium
630;F;[80-100];oui;oui;[100K,400K];[200,400];Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;13/03/2022 01:10;complet;dev_express
631;M;[40-60];oui;oui;[100K,400K];[400,600];Private;Minivan;yes;0;14.0;Highly Urban/ Urban;12/03/2022 22:34;complet;dev_premium
632;F;[0-20];non;non;[10K,40K];[200,400];Private;Minivan;yes;0;4.0;Highly Urban/ Urban;12/03/2022 18:17;complet;dev_express
633;M;[40-60];non;oui;[10K,40K];[200,400];Commercial;Panel Truck;yes;4;1.0;Highly Urban/ Urban;12/03/2022 12:59;complet;dev_express
634;F;[80-100];non;oui;[8000,10K];[200,400];Private;z_SUV;no;4;1.0;Highly Urban/ Urban;12/03/2022 10:18;complet;dev_integral
635;F;[60-80];oui;oui;[10K,40K];[200,400];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;12/03/2022 08:44;complet;dev_express
636;M;[40-60];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;12/03/2022 07:57;complet;dev_premium
637;M;[40-60];oui;oui;0;[200,400];Commercial;Pickup;yes;2;1.0;z_Highly Rural/ Rural;11/03/2022 21:23;complet;dev_premium
638;M;[80-100];non;non;[80K,100K];[200,400];Private;Pickup;no;2;17.0;Highly Urban/ Urban;11/03/2022 17:06;complet;dev_integral
639;F;[20-40];non;non;[80K,100K];[200,400];Commercial;Pickup;no;0;;Highly Urban/ Urban;11/03/2022 14:38;complet;dev_integral
640;M;[40-60];non;oui;[40K,80K];[200,400];Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;11/03/2022 05:31;complet;dev_integral
641;M;[20-40];non;oui;[100K,400K];[800,1000];Private;Van;no;0;13.0;Highly Urban/ Urban;11/03/2022 02:37;complet;dev_vip
642;F;[60-80];non;non;0;[200,400];Private;Pickup;no;0;;Highly Urban/ Urban;10/03/2022 21:24;complet;dev_integral
643;M;[40-60];non;oui;0;[200,400];Private;Minivan;yes;2;1.0;Highly Urban/ Urban;10/03/2022 20:21;complet;dev_express
644;F;[60-80];non;non;[10K,40K];[200,400];Commercial;z_SUV;no;3;12.0;Highly Urban/ Urban;10/03/2022 16:31;complet;dev_integral
645;M;[40-60];non;oui;0;[200,400];Private;Pickup;yes;0;7.0;Highly Urban/ Urban;10/03/2022 08:41;complet;dev_integral
646;M;[40-60];oui;oui;[10K,40K];[200,400];Private;Sports Car;no;0;11.0;Highly Urban/ Urban;10/03/2022 08:37;complet;dev_integral
647;F;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;no;5;5.0;Highly Urban/ Urban;10/03/2022 06:59;complet;dev_express
648;F;[0-20];non;non;[40K,80K];[400,600];Commercial;Pickup;yes;4;8.0;Highly Urban/ Urban;10/03/2022 05:51;complet;dev_premium
649;F;[40-60];oui;oui;0;[200,400];Private;Minivan;no;0;13.0;Highly Urban/ Urban;10/03/2022 05:03;complet;dev_integral
650;F;[80-100];non;oui;[40K,80K];[200,400];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;09/03/2022 21:30;complet;dev_express
651;M;[60-80];non;oui;[100K,400K];[200,400];Private;Minivan;no;0;15.0;Highly Urban/ Urban;09/03/2022 20:30;complet;dev_integral
652;M;[20-40];non;non;[100K,400K];[400,600];Private;z_SUV;no;2;12.0;Highly Urban/ Urban;09/03/2022 16:06;complet;dev_premium
653;F;[60-80];non;non;[100K,400K];[200,400];Private;z_SUV;no;0;15.0;Highly Urban/ Urban;09/03/2022 15:11;complet;dev_integral
654;M;[0-20];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;19.0;Highly Urban/ Urban;09/03/2022 14:39;complet;dev_express
655;M;[60-80];non;oui;0;[200,400];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;09/03/2022 14:05;complet;dev_integral
656;F;[80-100];non;non;[100K,400K];[200,400];Private;Pickup;no;0;15.0;Highly Urban/ Urban;09/03/2022 09:41;complet;dev_integral
657;F;[20-40];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;20.0;Highly Urban/ Urban;09/03/2022 04:34;complet;dev_express
658;M;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;no;1;10.0;Highly Urban/ Urban;09/03/2022 03:43;complet;dev_premium
659;F;[0-20];non;non;[80K,100K];[200,400];Private;z_SUV;no;0;11.0;Highly Urban/ Urban;09/03/2022 00:05;complet;dev_express
660;M;[60-80];non;oui;[100K,400K];[200,400];Private;Minivan;no;0;25.0;Highly Urban/ Urban;08/03/2022 23:49;complet;dev_express
661;F;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;1;1.0;Highly Urban/ Urban;08/03/2022 15:24;complet;dev_integral
662;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Minivan;no;0;3.0;Highly Urban/ Urban;08/03/2022 11:24;complet;dev_express
663;F;[60-80];non;non;[10K,40K];[200,400];Private;Minivan;yes;2;9.0;z_Highly Rural/ Rural;08/03/2022 10:38;complet;dev_integral
664;M;[80-100];non;non;[80K,100K];[200,400];Commercial;Minivan;yes;6;7.0;Highly Urban/ Urban;08/03/2022 08:49;complet;dev_integral
665;F;[40-60];non;non;0;[200,400];Private;Pickup;yes;4;16.0;z_Highly Rural/ Rural;08/03/2022 01:20;complet;dev_integral
666;F;[80-100];non;oui;[10K,40K];[200,400];Private;Minivan;no;0;10.0;Highly Urban/ Urban;07/03/2022 22:55;complet;dev_integral
667;F;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;no;4;13.0;Highly Urban/ Urban;07/03/2022 19:35;complet;dev_express
668;M;[20-40];non;oui;[40K,80K];[200,400];Private;z_SUV;no;0;7.0;Highly Urban/ Urban;07/03/2022 18:50;complet;dev_integral
669;F;[40-60];non;oui;0;[200,400];Private;Minivan;no;3;1.0;Highly Urban/ Urban;07/03/2022 14:13;complet;dev_integral
670;F;[0-20];non;oui;0;[200,400];Private;Minivan;yes;1;8.0;Highly Urban/ Urban;07/03/2022 13:17;complet;dev_express
671;M;[40-60];non;non;[10K,40K];[200,400];Private;Sports Car;no;0;6.0;Highly Urban/ Urban;07/03/2022 13:13;complet;dev_integral
672;M;[0-20];non;non;[10K,40K];[200,400];Private;Minivan;no;3;;Highly Urban/ Urban;07/03/2022 03:55;complet;dev_integral
673;M;[40-60];non;non;0;[200,400];Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;07/03/2022 01:05;complet;dev_express
674;M;[0-20];non;non;0;[200,400];Commercial;Minivan;yes;7;1.0;z_Highly Rural/ Rural;07/03/2022 01:04;complet;dev_express
675;M;[60-80];non;non;[40K,80K];[200,400];Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;06/03/2022 16:17;complet;dev_express
676;M;[40-60];oui;oui;[40K,80K];[200,400];Commercial;Pickup;yes;2;8.0;z_Highly Rural/ Rural;06/03/2022 13:23;complet;dev_express
677;F;[40-60];oui;oui;[100K,400K];[200,400];Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;06/03/2022 06:46;complet;dev_express
678;M;[60-80];non;oui;[10K,40K];[400,600];Commercial;z_SUV;no;0;8.0;z_Highly Rural/ Rural;06/03/2022 05:37;complet;dev_premium
679;F;[60-80];non;non;[100K,400K];[200,400];Private;Sports Car;no;1;10.0;Highly Urban/ Urban;06/03/2022 05:10;complet;dev_integral
680;F;[40-60];non;non;[40K,80K];[200,400];Private;z_SUV;no;2;10.0;Highly Urban/ Urban;06/03/2022 05:04;complet;dev_integral
681;M;[40-60];non;non;[80K,100K];[200,400];Commercial;Sports Car;no;2;9.0;Highly Urban/ Urban;06/03/2022 04:31;complet;dev_integral
682;F;[80-100];non;non;0;[200,400];Private;Pickup;no;0;14.0;Highly Urban/ Urban;06/03/2022 03:04;complet;dev_integral
683;F;[60-80];non;non;[40K,80K];[200,400];Private;Minivan;no;5;13.0;Highly Urban/ Urban;06/03/2022 01:34;complet;dev_integral
684;F;[20-40];non;non;0;[200,400];Private;Van;no;4;1.0;Highly Urban/ Urban;06/03/2022 00:45;complet;dev_express
685;M;[20-40];non;non;[80K,100K];[200,400];Private;Minivan;yes;1;9.0;Highly Urban/ Urban;06/03/2022 00:29;complet;dev_express
686;F;[60-80];non;oui;[40K,80K];[200,400];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;05/03/2022 22:31;complet;dev_integral
687;F;[0-20];non;oui;[100K,400K];[200,400];Commercial;Panel Truck;no;3;3.0;Highly Urban/ Urban;05/03/2022 20:32;complet;dev_integral
688;F;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;yes;0;9.0;Highly Urban/ Urban;05/03/2022 18:04;complet;dev_integral
689;M;[20-40];non;non;[80K,100K];[400,600];Commercial;Pickup;no;1;21.0;Highly Urban/ Urban;05/03/2022 15:27;complet;dev_premium
690;F;[60-80];non;non;[40K,80K];[200,400];Private;z_SUV;no;2;5.0;Highly Urban/ Urban;05/03/2022 12:14;complet;dev_express
691;M;[20-40];non;non;[40K,80K];[200,400];Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;05/03/2022 10:49;complet;dev_express
692;M;[80-100];non;oui;[100K,400K];[200,400];Private;z_SUV;no;0;15.0;Highly Urban/ Urban;05/03/2022 04:31;complet;dev_integral
693;F;[20-40];oui;non;[100K,400K];[200,400];Private;z_SUV;no;4;;Highly Urban/ Urban;04/03/2022 23:01;complet;dev_express
694;F;[0-20];non;non;[40K,80K];[200,400];Private;Sports Car;no;0;10.0;Highly Urban/ Urban;04/03/2022 16:27;complet;dev_express
695;M;[20-40];non;non;[40K,80K];[400,600];Private;z_SUV;no;1;11.0;z_Highly Rural/ Rural;04/03/2022 15:36;complet;dev_premium
696;F;[80-100];non;non;[40K,80K];[200,400];Commercial;Van;yes;1;8.0;Highly Urban/ Urban;04/03/2022 09:15;complet;dev_express
697;M;[80-100];non;non;[100K,400K];[200,400];Private;Minivan;yes;0;18.0;z_Highly Rural/ Rural;04/03/2022 08:26;complet;dev_express
698;M;[80-100];non;non;[100K,400K];[200,400];Private;Minivan;yes;0;16.0;Highly Urban/ Urban;04/03/2022 02:26;complet;dev_express
699;M;[80-100];non;non;0;[200,400];Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;04/03/2022 01:37;complet;dev_express
700;F;[80-100];non;oui;[10K,40K];[200,400];Private;z_SUV;no;1;8.0;Highly Urban/ Urban;04/03/2022 00:51;complet;dev_integral
701;F;[20-40];non;non;[40K,80K];[200,400];Commercial;Pickup;yes;1;1.0;Highly Urban/ Urban;03/03/2022 19:35;complet;dev_integral
702;F;[60-80];non;non;[80K,100K];[200,400];Private;Sports Car;no;0;15.0;Highly Urban/ Urban;03/03/2022 16:50;complet;dev_integral
703;F;[60-80];non;non;[40K,80K];[200,400];Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;03/03/2022 14:18;complet;dev_express
704;M;[0-20];non;non;[40K,80K];[200,400];Private;Pickup;yes;0;8.0;Highly Urban/ Urban;03/03/2022 12:44;complet;dev_integral
705;F;[60-80];non;non;[80K,100K];[200,400];Private;z_SUV;no;0;19.0;Highly Urban/ Urban;03/03/2022 11:37;complet;dev_integral
706;M;[60-80];non;non;[80K,100K];[200,400];Private;Minivan;no;0;7.0;Highly Urban/ Urban;03/03/2022 11:24;complet;dev_integral
707;M;[60-80];non;oui;[8000,10K];[200,400];Private;z_SUV;no;1;6.0;Highly Urban/ Urban;03/03/2022 09:25;complet;dev_integral
708;F;[40-60];non;oui;[4000,8000];[200,400];Private;Minivan;no;6;1.0;z_Highly Rural/ Rural;03/03/2022 08:35;complet;dev_express
709;M;[80-100];oui;oui;0;[200,400];Private;Pickup;yes;0;9.0;z_Highly Rural/ Rural;03/03/2022 06:41;complet;dev_integral
710;F;[40-60];non;non;[10K,40K];[200,400];Private;z_SUV;no;0;10.0;Highly Urban/ Urban;02/03/2022 22:19;complet;dev_express
711;M;[60-80];non;oui;[80K,100K];[200,400];Commercial;Panel Truck;no;0;1.0;z_Highly Rural/ Rural;02/03/2022 15:25;complet;dev_integral
712;F;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;no;0;14.0;Highly Urban/ Urban;02/03/2022 14:10;complet;dev_premium
713;M;[60-80];non;non;[10K,40K];[200,400];Private;Van;yes;3;4.0;Highly Urban/ Urban;02/03/2022 11:38;complet;dev_express
714;F;[40-60];non;non;[100K,400K];[200,400];Commercial;Panel Truck;yes;1;15.0;Highly Urban/ Urban;02/03/2022 00:49;complet;dev_integral
715;F;[0-20];oui;oui;0;[200,400];Commercial;Pickup;no;0;19.0;Highly Urban/ Urban;01/03/2022 20:07;complet;dev_integral
716;F;[20-40];non;oui;[40K,80K];[200,400];Private;z_SUV;no;0;;Highly Urban/ Urban;01/03/2022 18:29;complet;dev_express
717;F;[0-20];non;non;[4000,8000];[200,400];Private;Minivan;yes;0;7.0;Highly Urban/ Urban;01/03/2022 17:16;complet;dev_integral
718;M;[20-40];non;non;[100K,400K];[200,400];Private;Pickup;yes;0;1.0;Highly Urban/ Urban;01/03/2022 15:58;complet;dev_integral
719;M;[0-20];non;non;0;[200,400];Private;Minivan;yes;1;1.0;Highly Urban/ Urban;01/03/2022 15:06;complet;dev_integral
720;M;[20-40];non;non;[80K,100K];[200,400];Private;Sports Car;no;3;17.0;Highly Urban/ Urban;01/03/2022 14:18;complet;dev_express
721;M;[80-100];non;non;[100K,400K];[200,400];Private;Minivan;yes;2;14.0;Highly Urban/ Urban;01/03/2022 11:59;complet;dev_integral
722;M;[60-80];non;non;[10K,40K];[200,400];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;01/03/2022 05:37;complet;dev_integral
723;M;[20-40];non;oui;[40K,80K];[200,400];Commercial;Minivan;yes;1;12.0;z_Highly Rural/ Rural;01/03/2022 04:35;complet;dev_integral
724;M;[20-40];non;non;0;[200,400];Commercial;Van;yes;1;14.0;Highly Urban/ Urban;01/03/2022 04:29;complet;dev_premium
725;F;[80-100];oui;oui;[10K,40K];[200,400];Private;z_SUV;no;2;19.0;Highly Urban/ Urban;01/03/2022 00:11;complet;dev_express
726;F;[40-60];non;non;[40K,80K];[200,400];Private;Minivan;no;1;22.0;Highly Urban/ Urban;28/02/2022 17:00;complet;dev_express
727;F;[60-80];non;non;0;[200,400];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;28/02/2022 13:38;complet;dev_integral
728;F;[40-60];non;non;[80K,100K];[200,400];Commercial;Panel Truck;yes;0;6.0;Highly Urban/ Urban;28/02/2022 13:20;complet;dev_integral
729;F;[40-60];non;non;[100K,400K];[400,600];Private;z_SUV;no;0;20.0;Highly Urban/ Urban;28/02/2022 08:01;complet;dev_premium
730;M;[0-20];non;non;[40K,80K];[200,400];Commercial;z_SUV;no;0;1.0;Highly Urban/ Urban;28/02/2022 07:30;complet;dev_integral
731;F;[60-80];oui;oui;[10K,40K];[200,400];Private;Van;no;0;;Highly Urban/ Urban;28/02/2022 04:43;complet;dev_express
732;M;[40-60];non;non;0;[200,400];Commercial;z_SUV;no;1;7.0;Highly Urban/ Urban;27/02/2022 16:55;complet;dev_express
733;F;[40-60];oui;oui;[100K,400K];[200,400];Private;Minivan;no;1;12.0;z_Highly Rural/ Rural;27/02/2022 09:10;complet;dev_integral
734;M;[60-80];oui;oui;0;[200,400];Private;Sports Car;no;0;12.0;z_Highly Rural/ Rural;27/02/2022 08:10;complet;dev_integral
735;M;[60-80];non;non;[100K,400K];[200,400];Private;Minivan;no;2;19.0;Highly Urban/ Urban;27/02/2022 06:06;complet;dev_integral
736;F;[80-100];oui;oui;[100K,400K];[200,400];Private;Minivan;yes;1;11.0;Highly Urban/ Urban;27/02/2022 02:58;complet;dev_express
737;M;[0-20];oui;oui;[10K,40K];[200,400];Private;Pickup;no;1;7.0;Highly Urban/ Urban;27/02/2022 02:15;complet;dev_integral
738;F;[0-20];non;non;[80K,100K];[400,600];Private;Sports Car;no;6;1.0;Highly Urban/ Urban;26/02/2022 21:26;complet;dev_premium
739;F;[60-80];non;non;[80K,100K];[200,400];Private;Minivan;no;0;15.0;z_Highly Rural/ Rural;26/02/2022 20:58;complet;dev_express
740;M;[0-20];non;oui;[40K,80K];[400,600];Private;Sports Car;no;0;13.0;Highly Urban/ Urban;26/02/2022 17:17;complet;dev_premium
741;M;[0-20];non;non;[10K,40K];[400,600];Commercial;Minivan;no;0;7.0;Highly Urban/ Urban;26/02/2022 03:44;complet;dev_premium
742;M;[60-80];non;non;[80K,100K];[200,400];Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;25/02/2022 23:45;complet;dev_express
743;F;[60-80];non;non;[10K,40K];[200,400];Private;Minivan;no;5;15.0;z_Highly Rural/ Rural;25/02/2022 19:43;complet;dev_integral
744;M;[0-20];non;non;[40K,80K];[200,400];Private;z_SUV;no;0;18.0;Highly Urban/ Urban;25/02/2022 19:38;complet;dev_express
745;M;[40-60];non;non;[10K,40K];[200,400];Private;Minivan;yes;3;5.0;Highly Urban/ Urban;25/02/2022 19:06;complet;dev_express
746;F;[40-60];non;non;[40K,80K];[200,400];Commercial;Minivan;yes;0;9.0;z_Highly Rural/ Rural;25/02/2022 18:38;complet;dev_integral
747;F;[60-80];non;non;[80K,100K];[200,400];Commercial;Van;no;0;18.0;Highly Urban/ Urban;25/02/2022 17:52;complet;dev_integral
748;F;[80-100];non;non;[10K,40K];[200,400];Private;z_SUV;no;1;10.0;z_Highly Rural/ Rural;25/02/2022 17:41;complet;dev_integral
